"","query","noutputs"
0,"\W!x{((a\w+|an\w+|\w+er)\W+){5}(a\w+|an\w+|\w+er)}\W",119
3209,"\W!x{((\w+ly|dis\w+|\w+ance)\W+){5}(\w+ly|dis\w+|\w+ance)}\W",4
3210,"\W!x{((\w+ly|dis\w+|\w+ful)\W+){5}(\w+ly|dis\w+|\w+ful)}\W",4
3211,"\W!x{((\w+ly|dis\w+|im\w+)\W+){5}(\w+ly|dis\w+|im\w+)}\W",4
3212,"\W!x{((\w+ly|dis\w+|\w+age)\W+){5}(\w+ly|dis\w+|\w+age)}\W",4
3213,"\W!x{((\w+ly|dis\w+|\w+ish)\W+){5}(\w+ly|dis\w+|\w+ish)}\W",4
3214,"\W!x{((\w+ly|dis\w+|\w+ic)\W+){5}(\w+ly|dis\w+|\w+ic)}\W",4
3215,"\W!x{((\w+ly|\w+ous|\w+ate)\W+){5}(\w+ly|\w+ous|\w+ate)}\W",4
3216,"\W!x{((\w+ly|\w+ous|\w+ure)\W+){5}(\w+ly|\w+ous|\w+ure)}\W",4
3217,"\W!x{((\w+ly|\w+ous|pre\w+)\W+){5}(\w+ly|\w+ous|pre\w+)}\W",4
3218,"\W!x{((\w+ly|\w+ous|\w+ment)\W+){5}(\w+ly|\w+ous|\w+ment)}\W",4
3219,"\W!x{((\w+ly|\w+ous|\w+ence)\W+){5}(\w+ly|\w+ous|\w+ence)}\W",4
3220,"\W!x{((\w+ly|\w+ous|\w+able)\W+){5}(\w+ly|\w+ous|\w+able)}\W",4
3221,"\W!x{((\w+ly|\w+ous|\w+ant)\W+){5}(\w+ly|\w+ous|\w+ant)}\W",4
3222,"\W!x{((\w+ly|\w+ous|\w+ity)\W+){5}(\w+ly|\w+ous|\w+ity)}\W",4
3223,"\W!x{((\w+ly|\w+ous|\w+ness)\W+){5}(\w+ly|\w+ous|\w+ness)}\W",4
3224,"\W!x{((\w+ly|\w+ous|\w+ance)\W+){5}(\w+ly|\w+ous|\w+ance)}\W",4
3225,"\W!x{((\w+ly|\w+ous|\w+ful)\W+){5}(\w+ly|\w+ous|\w+ful)}\W",4
3226,"\W!x{((\w+ly|\w+ous|im\w+)\W+){5}(\w+ly|\w+ous|im\w+)}\W",4
3227,"\W!x{((\w+ly|\w+ous|\w+age)\W+){5}(\w+ly|\w+ous|\w+age)}\W",4
3228,"\W!x{((\w+ly|\w+ous|\w+ish)\W+){5}(\w+ly|\w+ous|\w+ish)}\W",4
3229,"\W!x{((\w+ly|\w+ous|\w+ic)\W+){5}(\w+ly|\w+ous|\w+ic)}\W",4
3230,"\W!x{((\w+ly|\w+ate|\w+ure)\W+){5}(\w+ly|\w+ate|\w+ure)}\W",4
3231,"\W!x{((\w+ly|\w+ate|pre\w+)\W+){5}(\w+ly|\w+ate|pre\w+)}\W",4
3232,"\W!x{((\w+ly|\w+ate|\w+ment)\W+){5}(\w+ly|\w+ate|\w+ment)}\W",4
3233,"\W!x{((\w+ly|\w+ate|\w+ence)\W+){5}(\w+ly|\w+ate|\w+ence)}\W",4
3234,"\W!x{((\w+ly|\w+ate|\w+able)\W+){5}(\w+ly|\w+ate|\w+able)}\W",4
3235,"\W!x{((\w+ly|\w+ate|\w+ant)\W+){5}(\w+ly|\w+ate|\w+ant)}\W",4
3236,"\W!x{((\w+ly|\w+ate|\w+ity)\W+){5}(\w+ly|\w+ate|\w+ity)}\W",4
3237,"\W!x{((\w+ly|\w+ate|\w+ness)\W+){5}(\w+ly|\w+ate|\w+ness)}\W",4
3238,"\W!x{((\w+ly|\w+ate|\w+ance)\W+){5}(\w+ly|\w+ate|\w+ance)}\W",4
3239,"\W!x{((\w+ly|\w+ate|\w+ful)\W+){5}(\w+ly|\w+ate|\w+ful)}\W",4
3240,"\W!x{((\w+ly|\w+ate|im\w+)\W+){5}(\w+ly|\w+ate|im\w+)}\W",4
3241,"\W!x{((\w+ly|\w+ate|\w+age)\W+){5}(\w+ly|\w+ate|\w+age)}\W",4
3242,"\W!x{((\w+ly|\w+ate|\w+ish)\W+){5}(\w+ly|\w+ate|\w+ish)}\W",4
3243,"\W!x{((\w+ly|\w+ate|\w+ic)\W+){5}(\w+ly|\w+ate|\w+ic)}\W",4
3244,"\W!x{((\w+ly|\w+ure|pre\w+)\W+){5}(\w+ly|\w+ure|pre\w+)}\W",4
3245,"\W!x{((\w+ly|\w+ure|\w+ment)\W+){5}(\w+ly|\w+ure|\w+ment)}\W",4
3246,"\W!x{((\w+ly|\w+ure|\w+ence)\W+){5}(\w+ly|\w+ure|\w+ence)}\W",4
3247,"\W!x{((\w+ly|\w+ure|\w+able)\W+){5}(\w+ly|\w+ure|\w+able)}\W",4
3248,"\W!x{((\w+ly|\w+ure|\w+ant)\W+){5}(\w+ly|\w+ure|\w+ant)}\W",4
3249,"\W!x{((\w+ly|\w+ure|\w+ity)\W+){5}(\w+ly|\w+ure|\w+ity)}\W",4
3250,"\W!x{((\w+ly|\w+ure|\w+ness)\W+){5}(\w+ly|\w+ure|\w+ness)}\W",4
3251,"\W!x{((\w+ly|\w+ure|\w+ance)\W+){5}(\w+ly|\w+ure|\w+ance)}\W",4
3252,"\W!x{((\w+ly|\w+ure|\w+ful)\W+){5}(\w+ly|\w+ure|\w+ful)}\W",4
3253,"\W!x{((\w+ly|\w+ure|im\w+)\W+){5}(\w+ly|\w+ure|im\w+)}\W",4
3254,"\W!x{((\w+ly|\w+ure|\w+age)\W+){5}(\w+ly|\w+ure|\w+age)}\W",4
3255,"\W!x{((\w+ly|\w+ure|\w+ish)\W+){5}(\w+ly|\w+ure|\w+ish)}\W",4
3256,"\W!x{((\w+ly|\w+ure|\w+ic)\W+){5}(\w+ly|\w+ure|\w+ic)}\W",4
3257,"\W!x{((\w+ly|pre\w+|\w+ment)\W+){5}(\w+ly|pre\w+|\w+ment)}\W",4
3258,"\W!x{((\w+ly|pre\w+|\w+ence)\W+){5}(\w+ly|pre\w+|\w+ence)}\W",4
3259,"\W!x{((\w+ly|pre\w+|\w+able)\W+){5}(\w+ly|pre\w+|\w+able)}\W",4
3260,"\W!x{((\w+ly|pre\w+|\w+ant)\W+){5}(\w+ly|pre\w+|\w+ant)}\W",4
3261,"\W!x{((\w+ly|pre\w+|\w+ity)\W+){5}(\w+ly|pre\w+|\w+ity)}\W",4
3262,"\W!x{((\w+ly|pre\w+|\w+ness)\W+){5}(\w+ly|pre\w+|\w+ness)}\W",4
3263,"\W!x{((\w+ly|pre\w+|\w+ance)\W+){5}(\w+ly|pre\w+|\w+ance)}\W",4
3264,"\W!x{((\w+ly|pre\w+|\w+ful)\W+){5}(\w+ly|pre\w+|\w+ful)}\W",4
3265,"\W!x{((\w+ly|pre\w+|im\w+)\W+){5}(\w+ly|pre\w+|im\w+)}\W",4
3266,"\W!x{((\w+ly|pre\w+|\w+age)\W+){5}(\w+ly|pre\w+|\w+age)}\W",4
3267,"\W!x{((\w+ly|pre\w+|\w+ish)\W+){5}(\w+ly|pre\w+|\w+ish)}\W",4
3268,"\W!x{((\w+ly|pre\w+|\w+ic)\W+){5}(\w+ly|pre\w+|\w+ic)}\W",4
3269,"\W!x{((\w+ly|\w+ment|\w+ence)\W+){5}(\w+ly|\w+ment|\w+ence)}\W",4
3270,"\W!x{((\w+ly|\w+ment|\w+able)\W+){5}(\w+ly|\w+ment|\w+able)}\W",4
3271,"\W!x{((\w+ly|\w+ment|\w+ant)\W+){5}(\w+ly|\w+ment|\w+ant)}\W",4
3272,"\W!x{((\w+ly|\w+ment|\w+ity)\W+){5}(\w+ly|\w+ment|\w+ity)}\W",4
3273,"\W!x{((\w+ly|\w+ment|\w+ness)\W+){5}(\w+ly|\w+ment|\w+ness)}\W",4
3274,"\W!x{((\w+ly|\w+ment|\w+ance)\W+){5}(\w+ly|\w+ment|\w+ance)}\W",4
3275,"\W!x{((\w+ly|\w+ment|\w+ful)\W+){5}(\w+ly|\w+ment|\w+ful)}\W",4
3276,"\W!x{((\w+ly|\w+ment|im\w+)\W+){5}(\w+ly|\w+ment|im\w+)}\W",4
3277,"\W!x{((\w+ly|\w+ment|\w+age)\W+){5}(\w+ly|\w+ment|\w+age)}\W",4
3278,"\W!x{((\w+ly|\w+ment|\w+ish)\W+){5}(\w+ly|\w+ment|\w+ish)}\W",4
3279,"\W!x{((\w+ly|\w+ment|\w+ic)\W+){5}(\w+ly|\w+ment|\w+ic)}\W",4
3280,"\W!x{((\w+ly|\w+ence|\w+able)\W+){5}(\w+ly|\w+ence|\w+able)}\W",4
3281,"\W!x{((\w+ly|\w+ence|\w+ant)\W+){5}(\w+ly|\w+ence|\w+ant)}\W",4
3282,"\W!x{((\w+ly|\w+ence|\w+ity)\W+){5}(\w+ly|\w+ence|\w+ity)}\W",4
3283,"\W!x{((\w+ly|\w+ence|\w+ness)\W+){5}(\w+ly|\w+ence|\w+ness)}\W",4
3284,"\W!x{((\w+ly|\w+ence|\w+ance)\W+){5}(\w+ly|\w+ence|\w+ance)}\W",4
3285,"\W!x{((\w+ly|\w+ence|\w+ful)\W+){5}(\w+ly|\w+ence|\w+ful)}\W",4
3286,"\W!x{((\w+ly|\w+ence|im\w+)\W+){5}(\w+ly|\w+ence|im\w+)}\W",4
3287,"\W!x{((\w+ly|\w+ence|\w+age)\W+){5}(\w+ly|\w+ence|\w+age)}\W",4
3288,"\W!x{((\w+ly|\w+ence|\w+ish)\W+){5}(\w+ly|\w+ence|\w+ish)}\W",4
3289,"\W!x{((\w+ly|\w+ence|\w+ic)\W+){5}(\w+ly|\w+ence|\w+ic)}\W",4
3290,"\W!x{((\w+ly|\w+able|\w+ant)\W+){5}(\w+ly|\w+able|\w+ant)}\W",4
3291,"\W!x{((\w+ly|\w+able|\w+ity)\W+){5}(\w+ly|\w+able|\w+ity)}\W",4
3292,"\W!x{((\w+ly|\w+able|\w+ness)\W+){5}(\w+ly|\w+able|\w+ness)}\W",4
3293,"\W!x{((\w+ly|\w+able|\w+ance)\W+){5}(\w+ly|\w+able|\w+ance)}\W",4
3294,"\W!x{((\w+ly|\w+able|\w+ful)\W+){5}(\w+ly|\w+able|\w+ful)}\W",4
3295,"\W!x{((\w+ly|\w+able|im\w+)\W+){5}(\w+ly|\w+able|im\w+)}\W",4
3296,"\W!x{((\w+ly|\w+able|\w+age)\W+){5}(\w+ly|\w+able|\w+age)}\W",4
3297,"\W!x{((\w+ly|\w+able|\w+ish)\W+){5}(\w+ly|\w+able|\w+ish)}\W",4
3298,"\W!x{((\w+ly|\w+able|\w+ic)\W+){5}(\w+ly|\w+able|\w+ic)}\W",4
3299,"\W!x{((\w+ly|\w+ant|\w+ity)\W+){5}(\w+ly|\w+ant|\w+ity)}\W",4
3300,"\W!x{((\w+ly|\w+ant|\w+ness)\W+){5}(\w+ly|\w+ant|\w+ness)}\W",4
3301,"\W!x{((\w+ly|\w+ant|\w+ance)\W+){5}(\w+ly|\w+ant|\w+ance)}\W",4
3302,"\W!x{((\w+ly|\w+ant|\w+ful)\W+){5}(\w+ly|\w+ant|\w+ful)}\W",4
3303,"\W!x{((\w+ly|\w+ant|im\w+)\W+){5}(\w+ly|\w+ant|im\w+)}\W",4
3304,"\W!x{((\w+ly|\w+ant|\w+age)\W+){5}(\w+ly|\w+ant|\w+age)}\W",4
3305,"\W!x{((\w+ly|\w+ant|\w+ish)\W+){5}(\w+ly|\w+ant|\w+ish)}\W",4
3306,"\W!x{((\w+ly|\w+ant|\w+ic)\W+){5}(\w+ly|\w+ant|\w+ic)}\W",4
3307,"\W!x{((\w+ly|\w+ity|\w+ness)\W+){5}(\w+ly|\w+ity|\w+ness)}\W",4
3308,"\W!x{((\w+ly|\w+ity|\w+ance)\W+){5}(\w+ly|\w+ity|\w+ance)}\W",4
3309,"\W!x{((\w+ly|\w+ity|\w+ful)\W+){5}(\w+ly|\w+ity|\w+ful)}\W",4
3310,"\W!x{((\w+ly|\w+ity|im\w+)\W+){5}(\w+ly|\w+ity|im\w+)}\W",4
3311,"\W!x{((\w+ly|\w+ity|\w+age)\W+){5}(\w+ly|\w+ity|\w+age)}\W",4
3312,"\W!x{((\w+ly|\w+ity|\w+ish)\W+){5}(\w+ly|\w+ity|\w+ish)}\W",4
3313,"\W!x{((\w+ly|\w+ity|\w+ic)\W+){5}(\w+ly|\w+ity|\w+ic)}\W",4
3314,"\W!x{((\w+ly|\w+ness|\w+ance)\W+){5}(\w+ly|\w+ness|\w+ance)}\W",4
3315,"\W!x{((\w+ly|\w+ness|\w+ful)\W+){5}(\w+ly|\w+ness|\w+ful)}\W",4
3316,"\W!x{((\w+ly|\w+ness|im\w+)\W+){5}(\w+ly|\w+ness|im\w+)}\W",4
3317,"\W!x{((\w+ly|\w+ness|\w+age)\W+){5}(\w+ly|\w+ness|\w+age)}\W",4
3318,"\W!x{((\w+ly|\w+ness|\w+ish)\W+){5}(\w+ly|\w+ness|\w+ish)}\W",4
3319,"\W!x{((\w+ly|\w+ness|\w+ic)\W+){5}(\w+ly|\w+ness|\w+ic)}\W",4
3320,"\W!x{((\w+ly|\w+ance|\w+ful)\W+){5}(\w+ly|\w+ance|\w+ful)}\W",4
3321,"\W!x{((\w+ly|\w+ance|im\w+)\W+){5}(\w+ly|\w+ance|im\w+)}\W",4
3322,"\W!x{((\w+ly|\w+ance|\w+age)\W+){5}(\w+ly|\w+ance|\w+age)}\W",4
3323,"\W!x{((\w+ly|\w+ance|\w+ish)\W+){5}(\w+ly|\w+ance|\w+ish)}\W",4
3324,"\W!x{((\w+ly|\w+ance|\w+ic)\W+){5}(\w+ly|\w+ance|\w+ic)}\W",4
3325,"\W!x{((\w+ly|\w+ful|im\w+)\W+){5}(\w+ly|\w+ful|im\w+)}\W",4
3326,"\W!x{((\w+ly|\w+ful|\w+age)\W+){5}(\w+ly|\w+ful|\w+age)}\W",4
3327,"\W!x{((\w+ly|\w+ful|\w+ish)\W+){5}(\w+ly|\w+ful|\w+ish)}\W",4
3328,"\W!x{((\w+ly|\w+ful|\w+ic)\W+){5}(\w+ly|\w+ful|\w+ic)}\W",4
3329,"\W!x{((\w+ly|im\w+|\w+age)\W+){5}(\w+ly|im\w+|\w+age)}\W",4
3330,"\W!x{((\w+ly|im\w+|\w+ish)\W+){5}(\w+ly|im\w+|\w+ish)}\W",4
3331,"\W!x{((\w+ly|im\w+|\w+ic)\W+){5}(\w+ly|im\w+|\w+ic)}\W",4
3332,"\W!x{((\w+ly|\w+age|\w+ish)\W+){5}(\w+ly|\w+age|\w+ish)}\W",4
3333,"\W!x{((\w+ly|\w+age|\w+ic)\W+){5}(\w+ly|\w+age|\w+ic)}\W",4
3334,"\W!x{((\w+ly|\w+ish|\w+ic)\W+){5}(\w+ly|\w+ish|\w+ic)}\W",4
3335,"\W!x{((be\w+|re\w+|\w+or)\W+){5}(be\w+|re\w+|\w+or)}\W",0
3336,"\W!x{((be\w+|re\w+|\w+ion)\W+){5}(be\w+|re\w+|\w+ion)}\W",0
3337,"\W!x{((be\w+|re\w+|in\w+)\W+){5}(be\w+|re\w+|in\w+)}\W",0
3338,"\W!x{((be\w+|re\w+|de\w+)\W+){5}(be\w+|re\w+|de\w+)}\W",0
3339,"\W!x{((be\w+|re\w+|di\w+)\W+){5}(be\w+|re\w+|di\w+)}\W",0
3340,"\W!x{((be\w+|re\w+|\w+ent)\W+){5}(be\w+|re\w+|\w+ent)}\W",0
3341,"\W!x{((be\w+|re\w+|\w+geo?\w+)\W+){5}(be\w+|re\w+|\w+geo?\w+)}\W",0
3342,"\W!x{((be\w+|re\w+|\w+al)\W+){5}(be\w+|re\w+|\w+al)}\W",6
3343,"\W!x{((be\w+|re\w+|com\w+)\W+){5}(be\w+|re\w+|com\w+)}\W",0
3344,"\W!x{((be\w+|re\w+|con\w+)\W+){5}(be\w+|re\w+|con\w+)}\W",0
3345,"\W!x{((be\w+|re\w+|un\w+)\W+){5}(be\w+|re\w+|un\w+)}\W",0
3346,"\W!x{((be\w+|re\w+|ex\w+)\W+){5}(be\w+|re\w+|ex\w+)}\W",0
3347,"\W!x{((be\w+|re\w+|en\w+)\W+){5}(be\w+|re\w+|en\w+)}\W",0
3348,"\W!x{((be\w+|re\w+|pro\w+)\W+){5}(be\w+|re\w+|pro\w+)}\W",0
3349,"\W!x{((be\w+|re\w+|\w+ation)\W+){5}(be\w+|re\w+|\w+ation)}\W",0
3350,"\W!x{((be\w+|re\w+|\w+ive)\W+){5}(be\w+|re\w+|\w+ive)}\W",0
3351,"\W!x{((be\w+|re\w+|dis\w+)\W+){5}(be\w+|re\w+|dis\w+)}\W",0
3352,"\W!x{((be\w+|re\w+|\w+ous)\W+){5}(be\w+|re\w+|\w+ous)}\W",0
3353,"\W!x{((be\w+|re\w+|\w+ate)\W+){5}(be\w+|re\w+|\w+ate)}\W",0
3354,"\W!x{((be\w+|re\w+|\w+ure)\W+){5}(be\w+|re\w+|\w+ure)}\W",0
3355,"\W!x{((be\w+|re\w+|pre\w+)\W+){5}(be\w+|re\w+|pre\w+)}\W",0
3356,"\W!x{((be\w+|re\w+|\w+ment)\W+){5}(be\w+|re\w+|\w+ment)}\W",0
3357,"\W!x{((be\w+|re\w+|\w+ence)\W+){5}(be\w+|re\w+|\w+ence)}\W",0
3358,"\W!x{((be\w+|re\w+|\w+able)\W+){5}(be\w+|re\w+|\w+able)}\W",0
3359,"\W!x{((be\w+|re\w+|\w+ant)\W+){5}(be\w+|re\w+|\w+ant)}\W",0
3360,"\W!x{((be\w+|re\w+|\w+ity)\W+){5}(be\w+|re\w+|\w+ity)}\W",0
3361,"\W!x{((be\w+|re\w+|\w+ness)\W+){5}(be\w+|re\w+|\w+ness)}\W",0
3362,"\W!x{((be\w+|re\w+|\w+ance)\W+){5}(be\w+|re\w+|\w+ance)}\W",0
3363,"\W!x{((be\w+|re\w+|\w+ful)\W+){5}(be\w+|re\w+|\w+ful)}\W",0
3364,"\W!x{((be\w+|re\w+|im\w+)\W+){5}(be\w+|re\w+|im\w+)}\W",0
3365,"\W!x{((be\w+|re\w+|\w+age)\W+){5}(be\w+|re\w+|\w+age)}\W",0
3366,"\W!x{((be\w+|re\w+|\w+ish)\W+){5}(be\w+|re\w+|\w+ish)}\W",0
3367,"\W!x{((be\w+|re\w+|\w+ic)\W+){5}(be\w+|re\w+|\w+ic)}\W",0
3368,"\W!x{((be\w+|\w+or|\w+ion)\W+){5}(be\w+|\w+or|\w+ion)}\W",0
3369,"\W!x{((be\w+|\w+or|in\w+)\W+){5}(be\w+|\w+or|in\w+)}\W",0
3370,"\W!x{((be\w+|\w+or|de\w+)\W+){5}(be\w+|\w+or|de\w+)}\W",0
3371,"\W!x{((be\w+|\w+or|di\w+)\W+){5}(be\w+|\w+or|di\w+)}\W",0
3372,"\W!x{((be\w+|\w+or|\w+ent)\W+){5}(be\w+|\w+or|\w+ent)}\W",0
3373,"\W!x{((be\w+|\w+or|\w+geo?\w+)\W+){5}(be\w+|\w+or|\w+geo?\w+)}\W",0
3374,"\W!x{((be\w+|\w+or|\w+al)\W+){5}(be\w+|\w+or|\w+al)}\W",6
3375,"\W!x{((be\w+|\w+or|com\w+)\W+){5}(be\w+|\w+or|com\w+)}\W",0
3376,"\W!x{((be\w+|\w+or|con\w+)\W+){5}(be\w+|\w+or|con\w+)}\W",0
3377,"\W!x{((be\w+|\w+or|un\w+)\W+){5}(be\w+|\w+or|un\w+)}\W",0
3378,"\W!x{((be\w+|\w+or|ex\w+)\W+){5}(be\w+|\w+or|ex\w+)}\W",0
3379,"\W!x{((be\w+|\w+or|en\w+)\W+){5}(be\w+|\w+or|en\w+)}\W",0
3380,"\W!x{((be\w+|\w+or|pro\w+)\W+){5}(be\w+|\w+or|pro\w+)}\W",0
3381,"\W!x{((be\w+|\w+or|\w+ation)\W+){5}(be\w+|\w+or|\w+ation)}\W",0
3382,"\W!x{((be\w+|\w+or|\w+ive)\W+){5}(be\w+|\w+or|\w+ive)}\W",0
3383,"\W!x{((be\w+|\w+or|dis\w+)\W+){5}(be\w+|\w+or|dis\w+)}\W",0
3384,"\W!x{((be\w+|\w+or|\w+ous)\W+){5}(be\w+|\w+or|\w+ous)}\W",0
3385,"\W!x{((be\w+|\w+or|\w+ate)\W+){5}(be\w+|\w+or|\w+ate)}\W",0
3386,"\W!x{((be\w+|\w+or|\w+ure)\W+){5}(be\w+|\w+or|\w+ure)}\W",0
3387,"\W!x{((be\w+|\w+or|pre\w+)\W+){5}(be\w+|\w+or|pre\w+)}\W",0
3388,"\W!x{((be\w+|\w+or|\w+ment)\W+){5}(be\w+|\w+or|\w+ment)}\W",0
3389,"\W!x{((be\w+|\w+or|\w+ence)\W+){5}(be\w+|\w+or|\w+ence)}\W",0
3390,"\W!x{((be\w+|\w+or|\w+able)\W+){5}(be\w+|\w+or|\w+able)}\W",0
3391,"\W!x{((be\w+|\w+or|\w+ant)\W+){5}(be\w+|\w+or|\w+ant)}\W",0
3392,"\W!x{((be\w+|\w+or|\w+ity)\W+){5}(be\w+|\w+or|\w+ity)}\W",0
3393,"\W!x{((be\w+|\w+or|\w+ness)\W+){5}(be\w+|\w+or|\w+ness)}\W",0
3394,"\W!x{((be\w+|\w+or|\w+ance)\W+){5}(be\w+|\w+or|\w+ance)}\W",0
3395,"\W!x{((be\w+|\w+or|\w+ful)\W+){5}(be\w+|\w+or|\w+ful)}\W",0
3396,"\W!x{((be\w+|\w+or|im\w+)\W+){5}(be\w+|\w+or|im\w+)}\W",0
3397,"\W!x{((be\w+|\w+or|\w+age)\W+){5}(be\w+|\w+or|\w+age)}\W",0
3398,"\W!x{((be\w+|\w+or|\w+ish)\W+){5}(be\w+|\w+or|\w+ish)}\W",0
3399,"\W!x{((be\w+|\w+or|\w+ic)\W+){5}(be\w+|\w+or|\w+ic)}\W",0
3400,"\W!x{((be\w+|\w+ion|in\w+)\W+){5}(be\w+|\w+ion|in\w+)}\W",0
3401,"\W!x{((be\w+|\w+ion|de\w+)\W+){5}(be\w+|\w+ion|de\w+)}\W",0
3402,"\W!x{((be\w+|\w+ion|di\w+)\W+){5}(be\w+|\w+ion|di\w+)}\W",0
3403,"\W!x{((be\w+|\w+ion|\w+ent)\W+){5}(be\w+|\w+ion|\w+ent)}\W",1
3404,"\W!x{((be\w+|\w+ion|\w+geo?\w+)\W+){5}(be\w+|\w+ion|\w+geo?\w+)}\W",0
3405,"\W!x{((be\w+|\w+ion|\w+al)\W+){5}(be\w+|\w+ion|\w+al)}\W",6
3406,"\W!x{((be\w+|\w+ion|com\w+)\W+){5}(be\w+|\w+ion|com\w+)}\W",0
3407,"\W!x{((be\w+|\w+ion|con\w+)\W+){5}(be\w+|\w+ion|con\w+)}\W",0
3408,"\W!x{((be\w+|\w+ion|un\w+)\W+){5}(be\w+|\w+ion|un\w+)}\W",0
3409,"\W!x{((be\w+|\w+ion|ex\w+)\W+){5}(be\w+|\w+ion|ex\w+)}\W",0
3410,"\W!x{((be\w+|\w+ion|en\w+)\W+){5}(be\w+|\w+ion|en\w+)}\W",0
3411,"\W!x{((be\w+|\w+ion|pro\w+)\W+){5}(be\w+|\w+ion|pro\w+)}\W",0
3412,"\W!x{((be\w+|\w+ion|\w+ation)\W+){5}(be\w+|\w+ion|\w+ation)}\W",0
3413,"\W!x{((be\w+|\w+ion|\w+ive)\W+){5}(be\w+|\w+ion|\w+ive)}\W",0
3414,"\W!x{((be\w+|\w+ion|dis\w+)\W+){5}(be\w+|\w+ion|dis\w+)}\W",0
3415,"\W!x{((be\w+|\w+ion|\w+ous)\W+){5}(be\w+|\w+ion|\w+ous)}\W",0
3416,"\W!x{((be\w+|\w+ion|\w+ate)\W+){5}(be\w+|\w+ion|\w+ate)}\W",0
3417,"\W!x{((be\w+|\w+ion|\w+ure)\W+){5}(be\w+|\w+ion|\w+ure)}\W",0
3418,"\W!x{((be\w+|\w+ion|pre\w+)\W+){5}(be\w+|\w+ion|pre\w+)}\W",0
3419,"\W!x{((be\w+|\w+ion|\w+ment)\W+){5}(be\w+|\w+ion|\w+ment)}\W",0
3420,"\W!x{((be\w+|\w+ion|\w+ence)\W+){5}(be\w+|\w+ion|\w+ence)}\W",0
3421,"\W!x{((be\w+|\w+ion|\w+able)\W+){5}(be\w+|\w+ion|\w+able)}\W",0
3422,"\W!x{((be\w+|\w+ion|\w+ant)\W+){5}(be\w+|\w+ion|\w+ant)}\W",0
3423,"\W!x{((be\w+|\w+ion|\w+ity)\W+){5}(be\w+|\w+ion|\w+ity)}\W",0
3424,"\W!x{((be\w+|\w+ion|\w+ness)\W+){5}(be\w+|\w+ion|\w+ness)}\W",0
3425,"\W!x{((be\w+|\w+ion|\w+ance)\W+){5}(be\w+|\w+ion|\w+ance)}\W",0
3426,"\W!x{((be\w+|\w+ion|\w+ful)\W+){5}(be\w+|\w+ion|\w+ful)}\W",0
3427,"\W!x{((be\w+|\w+ion|im\w+)\W+){5}(be\w+|\w+ion|im\w+)}\W",0
3428,"\W!x{((be\w+|\w+ion|\w+age)\W+){5}(be\w+|\w+ion|\w+age)}\W",0
3429,"\W!x{((be\w+|\w+ion|\w+ish)\W+){5}(be\w+|\w+ion|\w+ish)}\W",0
3430,"\W!x{((be\w+|\w+ion|\w+ic)\W+){5}(be\w+|\w+ion|\w+ic)}\W",0
3431,"\W!x{((be\w+|in\w+|de\w+)\W+){5}(be\w+|in\w+|de\w+)}\W",0
3432,"\W!x{((be\w+|in\w+|di\w+)\W+){5}(be\w+|in\w+|di\w+)}\W",0
3433,"\W!x{((be\w+|in\w+|\w+ent)\W+){5}(be\w+|in\w+|\w+ent)}\W",0
3434,"\W!x{((be\w+|in\w+|\w+geo?\w+)\W+){5}(be\w+|in\w+|\w+geo?\w+)}\W",0
3435,"\W!x{((be\w+|in\w+|\w+al)\W+){5}(be\w+|in\w+|\w+al)}\W",6
3436,"\W!x{((be\w+|in\w+|com\w+)\W+){5}(be\w+|in\w+|com\w+)}\W",0
3437,"\W!x{((be\w+|in\w+|con\w+)\W+){5}(be\w+|in\w+|con\w+)}\W",0
3438,"\W!x{((be\w+|in\w+|un\w+)\W+){5}(be\w+|in\w+|un\w+)}\W",0
3439,"\W!x{((be\w+|in\w+|ex\w+)\W+){5}(be\w+|in\w+|ex\w+)}\W",0
3440,"\W!x{((be\w+|in\w+|en\w+)\W+){5}(be\w+|in\w+|en\w+)}\W",0
3441,"\W!x{((be\w+|in\w+|pro\w+)\W+){5}(be\w+|in\w+|pro\w+)}\W",0
3442,"\W!x{((be\w+|in\w+|\w+ation)\W+){5}(be\w+|in\w+|\w+ation)}\W",0
3443,"\W!x{((be\w+|in\w+|\w+ive)\W+){5}(be\w+|in\w+|\w+ive)}\W",0
3444,"\W!x{((be\w+|in\w+|dis\w+)\W+){5}(be\w+|in\w+|dis\w+)}\W",0
3445,"\W!x{((be\w+|in\w+|\w+ous)\W+){5}(be\w+|in\w+|\w+ous)}\W",0
3446,"\W!x{((be\w+|in\w+|\w+ate)\W+){5}(be\w+|in\w+|\w+ate)}\W",0
3447,"\W!x{((be\w+|in\w+|\w+ure)\W+){5}(be\w+|in\w+|\w+ure)}\W",0
3448,"\W!x{((be\w+|in\w+|pre\w+)\W+){5}(be\w+|in\w+|pre\w+)}\W",0
3449,"\W!x{((be\w+|in\w+|\w+ment)\W+){5}(be\w+|in\w+|\w+ment)}\W",0
3450,"\W!x{((be\w+|in\w+|\w+ence)\W+){5}(be\w+|in\w+|\w+ence)}\W",0
3451,"\W!x{((be\w+|in\w+|\w+able)\W+){5}(be\w+|in\w+|\w+able)}\W",0
3452,"\W!x{((be\w+|in\w+|\w+ant)\W+){5}(be\w+|in\w+|\w+ant)}\W",0
3453,"\W!x{((be\w+|in\w+|\w+ity)\W+){5}(be\w+|in\w+|\w+ity)}\W",0
